drugName	condition	review	rating	date	usefulCount
Acyclovir IV Infusion	Herpes Simplex	I was diagnosed with herpes this year after getting it from my partner. I had a fairly bad first outbreak on my inner labia and just presumed it to be from shaving but I went to a sexual health clinic and got diagnosed. This medicine has been so helpful anytime I have a tingling/throbbing sensation I take it and it works wonders. I’m currently taking it at the moment and the only real side effect I have is having a headache!		July 29, 2020	7
Acyclovir IV Infusion	Herpes Simplex	I am 43 I just recently got diagnosed with HSV2 with two previous false negative tests. It sucks not 2 know when and where you got the infection from I've never seen any breakouts on any 1 I've been with but I'm seeing you can contract this even with a condom. I have breakouts in more than 1 place inner labial outer labial which I thought was a ingrown hair infection.  Also have a breakout in the anal area but mostly the upper part of the crack which is weird. I hate this. I've been with my bf for 7 yrs he said he had a cold sore before but I don't think he gave it to me by me having 2 false tests. I'm so ashamed as I'd rather have had gonorrhea or chlamydia if I had to suffer from a STD as you can get rid of those. I haven't been able to share this news with my boyfriend as I'm afraid how he may react, he has really tripping about this COVID virus . But I may have had this 4 awhile and luckily I've never transmitted it and this is my first time with an actual blisters.	7	May 22, 2020	18
Acyclovir IV Infusion	Herpes Simplex	My child came in contact on va cction and has a skin rash HSV-1 and this medicine does not work at all for her. I hate to see her so irritated I wish there was an actual cure. I used vinegar and coconut oils and it took just as long to clear as this drug..	1	May 20, 2020	2
Acyclovir IV Infusion	Herpes Simplex	Started taking this after an outbreak. Thought the first one was just irritation from a wax. Realized after that second time it happened that it was definitely herpes and triggered by bikini waxing. Now take this daily to suppress and have not had an outbreak since (over a year). Have found it definitely has caused me to have increased sweating at night, which is annoying, but otherwise no issues.	10	May 11, 2020	7
Acyclovir IV Infusion	Herpes Simplex, Suppression	I had itching for 3 months before my first HSV-2 lesion appeared. It was very mild but I had the fever, swollen lymph nodes and intense burning. I took Acyclovir for 5 days which reduced my symptoms quickly. I am now on 400mg twice daily for suppression, however I still get the odd itch here and there.	9	April 22, 2020	9
Acyclovir IV Infusion	Herpes Simplex	I was getting many cold sores every year. I would take Acyclovir as soon as the numbness started. It never shortened the duration; never had any effect on the pain. The cold sores just kept getting worse. The doctor finally put me on a stronger anti-viral. It did nothing either. I only got headaches from the anti-virals. I finally decided to try vitamin D. I haven't had a cold sore in at least 2 years.	1	April 19, 2020	15
Acyclovir IV Infusion	Herpes Simplex	I was prescribed this meds and it did work, years later I'm still battling with this virus, I never gave it on to anyone, anytime I feel discomfort I call my dr to send a script to the pharmacy. I have had a outbreak on different parts of my vagina and by my anus & mouth. The ones that comes by my vulvar or anus is the worst especially when I urinate I always have that cup of water to pour while I urinate so it wouldn't burn.I'm having an outbreak now I been feeling this itch & painful feeling that got me up. I took a pill about 30 min ago I can honestly tell you Im feeling the med kick in. My pill is 500mg I try to keep some on hands for times like this my dr is close.	10	April 12, 2020	3
Acyclovir IV Infusion	Herpes Zoster	I have herpes zoster (shingles)in  internal, inner ear. Damage to both trigeminal and occipital nerve. Facial paralysis. This medicine possibly saved my life, and the capsule form worked much better than the tablet form for me. It does give me some side effects such as an upset stomach and a weird energizing feeling (less with capsule for me), but if you truly need the medicine, please take it. This virus, if left untreated, can destroy your health and well-being and possibly kill you. Do not underestimate what it can do to your body.	10	April 2, 2020	9
Acyclovir IV Infusion	Herpes Zoster	Relieved my itching and rash after 1 1/2 days	9	February 26, 2020	6
Acyclovir IV Infusion	Herpes Simplex	I had back to back outbreaks after 8 years of no outbreaks at all. I take two 400mg tablets of aciclovir a day and I have not had an outbreak since. It has honestly saved my life. I forget I even carry the virus (I told my partner when we got together) and we have unprotected sex and have not passed it on (I have never transmitted to a partner)  TRY THE MEDS THEY WORK.. thank god	10	February 10, 2020	33
Acyclovir IV Infusion	Herpes Zoster	Discovered I had shingles after reading the Google medical journal lol. Started with mysterious left leg flu like feeling, and excruciating burning pain almost to tears on my left butt cheek. Then bumps on my butt. Decided to take monolaurin (dietary supplement) 3-3x/day for 2 days instead of going to dr. I had no pain and rash was going away. I caved and went to dr to get an Rx of an antiviral so I wouldn’t get post neuralgia. After taking for 2 days I now realize it’s messing with my head. It’s making me feel hopeless and no interest. I am going to discontinue and hope for the best. I will continue with Monolaurin as I think it helped stave off additional outbreaks.	1	February 9, 2020	6
Acyclovir IV Infusion	Herpes Simplex	I had a rash on my hand that my doctor thought (misdiagnosed) was the shingles. I was prescribed acyclovir and I had a severe allergic reaction. It turns out it was Dyshidrosis (pompholyx) blisters on your hands from stress. Chickenpox/shingles are viral, you do not need to take anything except pain medication. I suffered with hives all over my body the size of dinner plates, it felt like I was being burned alive. I was throwing up, lost weight and my skin/face began to show signs of jaundice. I thought I maybe fatal at one point, my skin began to thin to the point I was seeing the coloration of muscle underneath. I still have scars from it. I had these terrible hives for three months until I was given a steroid shot and montelukast. It was a terrible allergic reaction and this medication is known to cause Steven Johnsons Syndrome (SJS), google it because it is terrifying. The hives were gone in 24 hours after getting steroid shot. Do not take this medication, you could get SJS which can be  the end of your life  or ruin your life.		December 29, 2019	7
Acyclovir IV Infusion	Varicella-Zoster	Stuff did absolutely nothing to me . Had to rely on painkillers. That little body lotion is only made to give you hope	1	December 26, 2019	0
Acyclovir IV Infusion	Herpes Zoster	The acyclovir from Camber Drug Co. and shaped like a stop sign don't work very well. The last ones I had from another company worked just fine. But now  I feel like I'm on the start of a big flair. Been taking this stop sign pill shaped pill for 3 weeks. It fails to do what it should do.	3	December 13, 2019	5
Acyclovir IV Infusion	Herpes Simplex, Suppression	First out break of HSV2 at 18,  then  I had NO symptoms at all for 8 YEARS!  Then got back to back out breakouts at 26 years old for 3 months.  Started taking aciclovir 400mg twice a day as suppressive therapy and have had NO symptoms since, for three months.  Side effects minimal.  My advice is just try it because it has saved me :) x	10	December 10, 2019	16
Acyclovir IV Infusion	Herpes Simplex, Suppression	I was diagnosed in Jan this year . But I didn’t know I had it I faintly remember years ago having a cut down there that hurt really bad . ( I think that’s when I got infected ) I’ve been on the acyclovir med coming up on year now. I still get outbreaks frequently.. nothing is working I also have PCOS . I have hsv1 & 2 but never had an outbreak on my mouth . I’ll get little bumps on my nose .	3	December 3, 2019	3
Acyclovir IV Infusion	Herpes Simplex, Suppression	I wasn't told by my sexual partner that they had herpes, I got very ill & was having reproductive problems at the time. I had a few blister type spots and I went to the doctors got acyclovir and it went within 2 days and it's been over a month or 2 now and it hasn't come back.  But he went and continued infecting unsuspecting women.  I'm 21	10	October 12, 2019	11
Acyclovir IV Infusion	Herpes Simplex	Prescribed for cold sore outbreaks, three 400mg  tabs per day, took for 2 days; my heart is racing, cannot concentrate, blood pressure 157/91, my blood pressure was 120/74 two days prior to using this medication, a general feeling of unwellness, 		August 28, 2019	16
Acyclovir IV Infusion	Herpes Simplex, Suppression	I ended up misdiagnosed on several occasions with what felt like a uti and or thrush. After five days of agony and burning fever I knew something was wrong. I had one sore which experts misdiagnosed as a cyst. Finally a GP confirmed my worst fears. An STD in my thirties. I can still count my encounters on one hand but anyone that has sex risk takes the virus and I was just unlucky. I was lucky my partner who was a week into our relationship was so supportive. I take acyclovir as a preventative medication to avoid more breakouts and it works a treat. I get the odd itch but no symtoms. I sometimes feel tired with it and alcohol I have to be careful with. Otherwise I really recommend it for self esteem getting back on your feet and with the whole acceptance aspect. One in six of us have it. This makes it manageable. A vaccine or cure would be better still... But out of all the illnesses and diseases this isn't the worst one.. Count the blessings x	10	August 27, 2019	49
Acyclovir IV Infusion	Herpes Simplex	I've been using Acyclovir for some time now. Sadly I am noticing that it takes longer to work when I am having an outbreak and I am also noticing outbreaks in different places I never had them before. My hair is beginning to fall out which I was never told was a side affect. I am stressing even more having to deal with those  which is cause more frequent outbreaks.	6	August 19, 2019	13
Acyclovir IV Infusion	Herpes Simplex	So I am 65 and haven’t had an outbreak for 4 years.    In the past couple of days I’ve had a burning sensation that comes and goes.   It’s in a different place than I’ve ever had it.   There is absolutely nothing to see, no blisters or sore.   But it is so tender I’m lying around with ice on my crotch.  My jeans shorts were painful to the area.    I have the Acyclovir on hand but how do I know if it’s a herpes outbreak.?   It almost feels like it’s bruised.  Again nothing visible.   Is this a giant outbreak waiting to surface?? Is it harmful to take a corse of it “just to be safe?		August 8, 2019	13
Acyclovir IV Infusion	Herpes Simplex	Stress is NO good for people with HSV2 it activates the virus. I’ve had a rash for about 3 months. Until I got fed up and missed seeing my privates clean and smooth so took a trip to my gyno and she prescribed me acyclovir twice a day and it’s almost clearing up!! On my 5th day of taking the pill.	9	July 28, 2019	15
Acyclovir IV Infusion	Herpes Simplex	Have had HSV-2 for 15 years. Take the pills on a schedule and try to avoid being stressed because this disease will never go away. Eventually you just get use to having it. Stay positive.		July 5, 2019	28
Acyclovir IV Infusion	Herpes Simplex	I am a 30 yr old woman and I recently became diagnosed with genital herpes a few days. I started seeing a guy that didn't know he's infected with it. We had sex one of the times without a condom and BOOM here I am. I started having a burning while peeing a few days later, vaginal irritation, stomach cramping ect. I was given a RX for an UTI. 3 days later, I broke out in a few painful little bumps, and the burning in my urination got worse. Then I got a fever. I went to the ER and the doctor diagnosed me genital herpes. Luckily it's a small localized area she said, and gave me Acyclovir  400 MG to take 3x a day. I'm on the 3rd day and it's a huge difference. The site is healing, it's not burning when I urinate, no more fever, and a lot less discharge. I've gotten some side effects of being very drowsy and tired, and tingling random places. The only thing I hate is the drowsiness. I've been fighting to stay awake at work the past 2 days of it really kicking in.	10	June 27, 2019	23
Acyclovir IV Infusion	Herpes Simplex	I became very irritated down there to the point  it hurt to go to the bathroom I schedule an appointment for the doctor and they told me I had a yeast infection I then noticed bumps down there and they tested for HSV2 (herpes simplex 2) came back positive. Currently day 3 of acyclovir and I am so happy to almost be back to myself. The pain I went through was unbearable... had to call out of work several times because I could barely walk. We will see how this medicine works for me overtime	8	June 10, 2019	18
Acyclovir IV Infusion	Zovirax (acyclovir) for Cold Sores	I get coldsores mainly in the summer, my symptoms start of with dry and itchy lips, and then they start to blister and swell, I recommend if you have the same symptoms as me then put the Zovirax on as SOON AS POSSIBLE! The cold sore feels much better as soon as it’s on, the healing begins straight away, the blister on the mouth begins to dry out so it may feel uncomfortable, because of this I also use Carmex Lip Balm to keep my lips moisturised. I use Zovirax every time I get a cold sore and they heal much faster, for me it’s max 4 days. Amazing product and definietely worth the money!	10	April 14, 2019	8
Acyclovir IV Infusion	Herpes Simplex	"Have had HSV2 for 30 years and take Acyclovir 400 mg for episodic outbreaks. In the ""early years"",I used Zovirax ointment, which is very good, but the tablets are betteras you take the medication early, before the dreadful outbreak, in the form of Acyclovir 400mg/2-3x daily for 3-5 days has been an unbelievable blessing. It IS a horrible disease, but Acyclovir makes it bearable."	10	April 8, 2019	13
Acyclovir IV Infusion	Cold Sores	Summary - If you get a cold sore, use Valacyclovir and Xerese ASAP and don't stop until it is gone!!!    Details - My nose (area between the two nostrils) started getting red Tuesday morning.   I just put Neosporin on it Tuesday night.  I woke up Wed realizing it was a cold sore issue.  I was out of town and didn't have the cold sore meds with me.  I got Valacyclovir filled and immediately starting taking 2 pills in the AM and PM.  I then got Acyclovir cream filled (as Xerese was not available).  I used that cream almost every two hours.  It is very good, but not as optimal as Xerese.  I kept taking both drugs all day Wed and Thursday, even though for Valacyclovir you can stop after 1 day.  I didn't want to chance it.  I got home late Thursday from traveling and swapped out Acyclovir for Xerese.  Results - AMAZING!  All I had was a very tiny scar on Friday afternoon.		March 16, 2019	3
Acyclovir IV Infusion	Herpes Simplex, Suppression	I was diagnosed with HSV-2 six  months ago. The guy I was seeing had told me before we slept together, and we always used condoms, but it was still transmitted. First outbreak was grim and lasted for about a month, huge blisters on my thighs rendered me unable to walk. I stopped dating for a long time because I couldn't seem to control the outbreaks, and it seemed I was getting them back-to-back every week (although they never came out as full sores, just slight itching and discomfort). I started taking suppressive acyclovir (2 x 400mg per day) after 4 months, and so far the 'outbreaks' have just been itchy with no visible sores. Though I do still get them frequently despite leading a healthy, for the most part stress-free lifestyle. I will continue to take suppressive acyclovir for the foreseeable future to see if my body can eventually adjust to the virus.	7	February 9, 2019	13
Acyclovir IV Infusion	Herpes Simplex	When using oral and cream at onset gets rid of them fast. But remember this oral stuff  really bad on the liver. If outbreaks are like a few times a year not to worry. If down in Mexico can get for a fraction of the cost then in the states.	10	January 25, 2019	6
Acyclovir IV Infusion	Sitavig (acyclovir) for Cold Sores	This stuff is amazing! At first it was difficult to apply to gums (it is a tablet you stick on your gums and you don't swallow it). It say sto use round side to apply to gums but I found it easier to use flat side of tablet. If you catch it in time you just get a tiny bump and it goes down by the next day. I haven't had a bad blister in over a year. Use to get them 3 to 4 times a year. Now, maybe 2. If u don't have insurance this medication will be expensive unfortunately.	9	January 19, 2019	2
Acyclovir IV Infusion	Herpes Simplex	My fiance and I discovered, in the beginning of our relationship, that we both had genital herpes. My first outbreak was the ABSOLUTE worst experience, I was so sick. We suffered for 2 years, had constant breakouts and then finally we decided to both respectively take acyclovir. Doses are 800 mg tablet every day, and honest to goodness it was a miracle drug. We have been on it for 3 months now and except for an occasional itch here and there that lasts for a day and then goes away, neither of us have had the lesions or the terrible symptoms. We do not take it when we feel symptoms; instead, we take 800mg every day, possibly for the rest of our lives but that's okay so long as we never have to experience another outbreak!!	10	December 5, 2018	20
Acyclovir IV Infusion	Cold Sores	Its no exaggeration that cold sores on my lips has in a way, been ruining my life. It has ended relationships, and I've learned to become ashamed. I had a boyfriend in high school who kissed me with one and now I get them several times a year, and in the winter its back to back. Its horrible.  But this drug is a life saver. I wake up with mine, no tingles. I blast them instantly with 2 at a time ever few hours, and by the end of the night the blisters will cease. What took a week to two weeks to heal now only takes days, sometimes its not even noticeable at all. I now take this everyday to prevent outbreaks. This is a huge relief in my life. I recommend for anyone who suffers like me!	10	November 29, 2018	18
Acyclovir IV Infusion	Herpes Simplex	taking 400mg once a day works for me to prevent outbreaks		October 30, 2018	7
Acyclovir IV Infusion	Cold Sores	I'm a 35 year old female who has suffered from cold sores for so long I have pictures of me as a 3 year old with them, almost every year book picture, me with a cold sore. Every period, stressed, every Holiday. I was prescribed Acyclovir at 33 years old after giving birth to my first child. I had an outbreak and worried about my son catching the virus from me (Herpes is dangerous/deadly for infants) as my mother was so irresponsible when I caught it young. It's amazing, I remember thinking as a small child If given 3 wishes, one would be never get Cold sores again. I'd been on it and hadn't experienced one in almost 2 years. I'm very grateful l I'd never experienced ocular or genital herpes and have great sympathy for those who do. Acyclovir is a miracle for me	10	September 30, 2018	11
Acyclovir IV Infusion	Cold Sores	I use this drug for the occasional cold sore that I get on and/or around my mouth. I live in Mexico and found this drug over the counter. Super sad to hear the cream costs $200 !! Here a 5g tube and 50 tabs of 400 mg tablets cost me a whopping $7 USD. I have a few different tubes so I can have it available if I ever feel a tingle.  And since it’s so cheap if I see even a stranger with a cold sore I offer it to them. It is a miracle worker for me. If I am fortunate enough to catch it in time to take a pill it rarely goes to a full blister. And if it does it is contained to a very slight bump. For me it also relieves any discomfort.	10	September 19, 2018	6
Acyclovir IV Infusion	Herpes Simplex	After trying A LOT of different things Acyclovir is definitely what you need to be taking ASAP. As soon as you feel any tingling at all. If you are unfortunate enough to have reached the weeping sores phase I found the only thing to soothe the pain was salt water with black tea. Pop a tea bag in with hot very salty water and cleanse your intimate area once cool enough. Sounds mad but you'll thank me after!	8	September 5, 2018	15
Acyclovir IV Infusion	Herpes Zoster	I had  herpes zoster in April 2017, was  prescribed   acyclovir 400mg x2  with anti-allergic tabs  for seven days and  was cured  although  after-effects were felt for long.   Interestingly,  I also got rid of another medical condition that had been  bothering me for more than a year prior to the  herpes   attack.  After one year,  symptoms of  old  problem (not herpes) developed again.  I told  doctor about the effect  acyclovir tabs had on it a year ago.  But the doctor laughed away  my observations  and  prescribed  other medicines.  When  I didn't get  relief even after my third visit to her, she reluctantly prescribed acyclovir tabs.  I was completely cured after eight days. Before going public with full details,   I would like to share it with  manufacturers of acyclovir tabs.  They may like to initiate some more research on this wonderful drug and arrive at a definitive conclusion vis-a-vis my observations.    I may  offer myself for  clinical trials, if necessary.	10	August 19, 2018	8
Acyclovir IV Infusion	Zovirax (acyclovir) for Cold Sores	Took one ten day course of this anti-viral over seven years ago and have never had even a hint of another fever blister symptom ever since.   I felt better after first week, and remarkably stronger after completing  the 10 day prescription . Next best thing to a cure.	9	July 9, 2018	15
Acyclovir IV Infusion	Cold Sores	This medication is great! I can't believe it works so fast.. I  will definitely recommend it!	10	May 20, 2018	6
Acyclovir IV Infusion	Herpes Simplex	Great drug .. it’s a shame the cream is so expensive. Tablet for relatively inexpensive. Why is the ointment so expensive?		May 6, 2018	5
Acyclovir IV Infusion	Herpes Simplex, Suppression	My first outbreak was horrific. I could not walk for a week the pain was so unbearable. I laid in bed the whole time with cold packs between my legs and dreaded when having to use the bathroom because the pain was excruciating. I started this medication 4 days after I was infected and had symptoms. It did help and I have been on it for a couple of months now and no side effects. My doctor wants me to be on it for 2 years for suppressive therapy and then try to get off of it. She did inform me however that if I had several outbreaks, she had no problem putting me back on it. She assured me it was safe longterm. There have been times I have forgotten to take my meds and within a few days I have some symptoms, but then I start back up again and in a few days, I am feeling better. This medicine truly allows me to forget that I have HSV-2, other than when I take my meds. It’s been a miracle for me.	10	March 25, 2018	14
Acyclovir IV Infusion	Herpes Simplex, Suppression	I've had fever blisters since I was a child. When I was a teenager I got fever blisters a lot.  As I got older usually just in the summer. About 4 years  ago I was getting them every other month. Dr put me on 400mg twice daily. Have not had any in the last year and a half.  What a difference its made in my life!	10	March 25, 2018	5
Acyclovir IV Infusion	Sitavig (acyclovir) for Cold Sores	Works wonders, but takes a full 24 hours of awkwardly sitting on my gums before dissolving.	8	March 9, 2018	4
Acyclovir IV Infusion	Cold Sores	16 years ago I was accidentally poked in my eye. The following day my eye flared up  very inflamed and painful. I was diagnosed  with viral keratitis (cold sore virus in the eye).  About 5 years later they finally put me on zovirax  tablets 800mg. I found them great. Didn't take long for to clear it up  while also using zovirax  eye ointment  I have had less breakouts over the years compared to the 3 or 4 a year I had been experiencing before be I got prescribed this. These tablets were the answer to my prayers as it's extremely painful when I have an outbreak in my eyes. I currently have an outbreak and my doctor has me on 400mg five times a day as well as  the eye ointment. I've found with this medication the breakouts are less  frequent and the symptoms less severe. Also this  is free for me as it's cover by medical card which is great. No side effects. For me I would highly recommend  zovirax aka adviclor  to anyone  wanting to treat an outbreak	10	February 23, 2018	3
Acyclovir IV Infusion	Herpes Simplex	For the last year I've been plagued with severe cold sore/herpes outbreaks around my lips, chin and nose. A never ending cycle of breakout, heal, breakout. After one day of using the cream and Acyclovir the large bump on the side of my lip flattened to the point of not noticing it. Day six and I haven't seen my face look this clear in years. One little teeny whitehead popped up last night below my lip but you can't tell its a herpes sore.  It kind of seemed like a final whimper. If I could rate prior breakouts as a 10 for worst case scenario, this little guy would be a 1. And I'd even thank someone for it. One last thing, If you're insured look around for community health centers, call them and ask for a low cost pharmacy to fill your prescription. I've read online the same Zovirax cream prescription goes for $200, and Acyclovir anywhere from $80-200. I paid $100 for both. Do some research!	10	February 19, 2018	5
Acyclovir IV Infusion	Cold Sores	Great medicine I've never experienced side effects that I'm aware of and took while pregnant.	10	February 1, 2018	3
Acyclovir IV Infusion	Herpes Simplex	I had HSV-2 in my 20s.  My doctor gave me a strong prescription of Zyclovair and I think it was for 30 days.  I never had an outbreak again.  The outbreak that I was seen for, was my first and only one and it was really quite bad.  Now I am 49 without a herpes outbreak following the treatment.	10	January 16, 2018	32
Acyclovir IV Infusion	Herpes Simplex	I’ve been having cold sores since I was 12 on my lips and face. I tried everything and nothing would work. My doctor prescribed me this when he realized how serious it was. I was getting them sometimes one right after the other one!  I’m supposed to take one gram a day, but I found that when I did that I still got them frequently. So I only take it when I feel a tingle , I take about 4 and it never comes out. What sucks is when I don’t get the tingle and I just wake up with a full blow on sore/sores. Overall medicine really helps though! Completely free with my insurance as well!	7	October 22, 2017	2
Acyclovir IV Infusion	Herpes Simplex	Been taking this medicine for two years with no outbreaks and no side effects. It's been life changing.	10	September 14, 2017	15
Acyclovir IV Infusion	Cold Sores	My experience is that I have had cold sores ONLY on my lips from age 6 to 35. I agreed to a 1st date...bam! I felt it. That is the key; take meds once 1st felt. I have no medical knowledge except I know what my body tolerates and what has been successful which may not be your best bet but be safe careful and consult you Dr b4 any treatment plan.  1. break up your pills in half for immediate absorbtion take 800mg every 2 hours to slam your system to alert it there's an issue and send in a 2nd round of 800 within 1st 4 hours 2. continue 800 for 2 days every 4 hours 3. apply Abreva or similar product on the sore at first sensation, while taking the meds so you are attacking the infection from inside (meds) and externally (creme on sore) 4 days	9	August 23, 2017	8
Acyclovir IV Infusion	Herpes Simplex - Congenital	Works well		August 15, 2017	1
Acyclovir IV Infusion	Herpes Simplex	I just found out I had HSV. I have itching and burning sensation and the doctor put me on 200 mg daily. Will that be enough?	1	July 27, 2017	11
Acyclovir IV Infusion	Herpes Simplex	I'm 48 and I was diagnosed with genital herpes when I was 35. I started dating a new guy and within 2 weeks I felt horrible burning when I urinated. I went to my midwives and sure enough I had herpes. Funny thing is I wasn't with anyone prior to him and I was with him for 6 years and not once did he ever test positive. They actually claim I could have had it on my face touched it and touched my genitals without washing my hands and transferred it. The outbreaks are less and less over the years but when I feel one coming I take acyclovir 500mg 2x daily. It helps right away. And I use a squirt bottle with warm water as I urinated to help reduce the burning.	10	July 1, 2017	21
Acyclovir IV Infusion	Herpes Simplex	Good day to every one reading this, I am here to give my testimony about a  herbal doctor  called dr tokubo who helped me in my life. I was infected with HERPES SIMPLEX virus in 2015, i went to many hospitals for cure and they told me there was no solution for it, so I was thinking how i can  get a solution so that my body can be okay. One day I was in the river side thinking where I can go to get solution, Along the line a lady walked to me telling me why am I so sad and i open up all to her telling her my problem, she told me that she can help me out, she introduce me to a doctor who uses herbal medication to cure HERPES SIMPLEX virus and gave me his email, so i mail him to order for his herbal medicine. After some series of questions fro		June 4, 2017	68
Acyclovir IV Infusion	Herpes Simplex, Suppression	I have found that acyclovir works better for me when I take pine cone extract. I believe this extract works as an adjuvant, increases the potency of this antiviral drug.  I have been using this combination for several years and have had only two outbreaks in 3 years apposed to 3-4 a year when only using acyclovir 400 mg daily. This makes me believe that the extract is working.  Research suggests that certain compounds found in pine cone extract increases specific Dendritic immune cells.	8	June 1, 2017	14
Acyclovir IV Infusion	Cold Sores	It gave me prostate issues and erection problems. I never had a breakout. The trade off wasn't worth it.		May 17, 2017	1
Acyclovir IV Infusion	Herpes Simplex	I found out I contracted genital herpes from an ex boyfriend about 5 years ago. It initially felt like a cut on my vagina that itched and burned. Went to Dr next day and sure enough- herpes (ugh). I take the medicine as needed and it works like a charm. If I do feel one coming I take 400mg  three day for about 4-5 days. Clears right up. I also used to get cold sore a few times a year- haven't since taking this medicine. It's AMAZING. Just wish I never had to find out about it.	9	April 5, 2017	25
Acyclovir IV Infusion	Herpes Simplex	At 29 weeks pregnant I had a fever. Thought I was leaking amniotic fluid. Went to the hospital and misdiagnosed with a UTI. Stayed overnight with IVF and antibiotics and checked, monitored and ultrasound before discharged the following day. 24 hours later still not having felt well went back to the hospital and rechecked, water broke dilated to 2 and Dr said she didn't think of it before, but was going to test and treat me for Genital Herpes. Right after the emergency c section. 	7	April 4, 2017	5
Acyclovir IV Infusion	Herpes Simplex	About 5 days ago I realized a cut, I thought I had cut myself while shaving... it then got very uncomfortable and burned while I urinated. Finally, I took my camera down there and wanted to look... I noticed a few more cuts  that look like canker sores so I made an appointment right away. She told me it looked like genital herpes. She gave my the cream and the pills. It's only been a day and it doesn't feel like it's working. I know it's soon. But I still feel like I'm on fire, I'm itchy, and it still burns like crazy. Is there anything else I can do?	2	March 29, 2017	17
Acyclovir IV Infusion	Herpes Simplex, Suppression	I have found this drug to be very effective in controlling my IBS/ inflammatory bowel disease.  Clearly it's possible herpes has a role to play in these conditions.	9	March 7, 2017	12
Acyclovir IV Infusion	Herpes Simplex	This is the only thing that works for myself stress induced break outs (college). I use both the pills and the cream. I believe when I first started using acyclovir it was more effective  and now it can take a good 4-5 days to fully heal. This is nothing in comparison to a cold sore that lasted a month without the meds though! 400mg. Free with my healthcare for the pills, the cream was $25.	9	February 22, 2017	8
Acyclovir Ointment	Zovirax Cream (acyclovir) for Cold Sores	Zovirax burnt my skin around the cold sore leaving a red mark 2-3 times larger than my cold sore! It also caused this skin to peel. My cold sore is essentially gone after approximately 6 days but now I am left with a very obvious and huge red mark. If you use this cream and it stings or burns at all when you apply it I would suggest stopping usage straight away. It says that this may be a “mild” symptom of using the cream. I wish I had stopped using it as soon as I felt the stinging sensation.	2	April 20, 2021	0
Acyclovir Ointment	Zovirax Cream (acyclovir) for Cold Sores	I'm from the UK, and have had cold sores all my life (40s)  Zovirax is a complete waste of money.  For years I used it because I believed the marketing - and i thought that cold sores just got bigger, but about 5 years ago I tried just leaving well alone.  Without Zovirax, they crust faster, don't spread and heal faster and more naturally.  With Zovirax, I find it burns the skin, they spread (keep popping up outside the original zone) and scar for longer.   I've also not really found that Zovirax prevents them if you get there during the original tingling either.  Also - the tube size is a scandal.	1	February 16, 2021	4
Acyclovir Ointment	Herpes Simplex	I 100% recommend this acyclovir prescription/treatment to anyone suffering from herpes! I was diagnosed we with herpes simplex 1, and have used abreva, valtrex, and have tried random sworn by home remedies. Abreva after by maybe day 7 started to work, valtrex after close to a week began to work, the home remedies did not work at all!!! All in all, the effectiveness of what I've tried prior to acyclovir did not impress me as much as this prescription has. I was a day into my outbreak, my lip was already swollen and bubbled. That one day in I started the cream and the next day , it had gone down 80%. It was already scabbed over and no longer pulsating! This has definitely been a blessing to me, as I am very skeptical at times when it comes to medications that says to be close to 100% effective!	10	February 2, 2021	3
Acyclovir Ointment	Zovirax Cream (acyclovir) for Cold Sores	Not so much the effect but the affect of opening this packaging? I could not believe my eyes the size of 2g tube? Absolutely shocking to say the least & for £5. Once I pierced it open I could then turn the tube at least 3 times before the cream appeared. I'm sure this is a great product? But will there be enough to get rid of my problem?	5	January 22, 2021	1
Acyclovir Ointment	Zovirax Cream (acyclovir) for Cold Sores	Would highly recommend giving this a go. Was diagnosed with HSV1 cold sores last year and this has by far been my best experience. Had a cold sore first appear yesterday and has pretty much already cleared up after using this Zovirax Duo a few times over the course of 24 hours. Love this stuff!	10	October 14, 2020	2
Acyclovir Ointment	Cold Sores	Everyone is saying how expensive it is $250 etc, why don't you buy a uk version and have it delivered to USA, here in uk online you can buy Zovirax (active ingredient 5% acyclovir) for like £5.00 which will be like $7.50	10	August 19, 2020	1
Acyclovir Ointment	Herpes Simplex	"I have had cold sore outbreaks around my mouth since my childhood. I have tried absolutely everything (i.e. : Lipactin, Abreva and so on) and the only topical treatment I've found to be effective is acyclovir cream 5% (I buy generics). If applied early in the onset, sores typically remain small and will dry within a day or two. Before switching to acyclovir cream, an outbreak would last from 4 to 7 days. Now, 2 to 4 days is the usual. It feels like you are skipping the nasty and uncomfortable phase right after the outbreak to go straight to the ""recovery"" phase where the skin is healing under the dried scabs. I always carry some with me now."	9	August 12, 2020	6
Acyclovir Ointment	Zovirax Cream (acyclovir) for Cold Sores	Okay so I always had cold sores all my life, one advise, don't use zovirex. It spreads and it leaves a nasty scar which takes ages to heal. Use ordinary Vaseline to keep it moist but only apply small amount, too much moisture can also create the cold sore to worsen. Aqueous worked for me.		June 24, 2020	1
Acyclovir Ointment	Zovirax Cream (acyclovir) for Cold Sores	I love zovirax, I prefer the pump tube to the metal tube as I feel it's more hygienic. However I have recently been trying Zovirax Duo which is a few dollars more than the regular cream, but it's amazing. The day after noticing a cold sore, the swelling is already very reduced and scabbing forms. I find the coldsore heals so much faster with the Duo cream	10	May 6, 2020	1
